id,generation,emotion,source,target
06295,10s,긍정,어제 친구들랑 놀면서 감성샷 찍었는데 진짜 존잼이었어! ㅎㅎ,어제 친구들과 놀면서 감성적인 사진을 찍었는데 정말 재미있었어요! ㅎㅎ
06296,20s,긍정,"어제 친구들이랑 랜선모임 했는데 존잼이더라, 감성샷도 많이 찍어서 갬성 폭발했어!","어제 친구들과 온라인 모임을 했는데 정말 재미있었고, 감성적인 사진도 많이 찍어서 기분이 좋았어요!"
06297,20s,부정,"오늘 친구랑 카페 가서 감성샷 찍었는데, 갑분싸라서 좀 아쉬워.","오늘 친구와 카페에 가서 감성적인 사진을 찍었는데, 분위기가 갑자기 좋지 않아져서 좀 아쉬워."
06298,20s,중립,"오늘 날씨 갑분싸인데, 그래도 감성샷 한 방 찍어야지! ㅇㅈ?","오늘 날씨가 갑자기 싸늘해졌는데, 그래도 감성 사진 한 장 찍어야지! 인정?"
06299,20s,부정,오늘 너무 갓생 살다가 갑분싸 됐어ㅋㅋ,오늘 너무 열심히 살다가 갑자기 분위기가 싸해졌어.
06300,20s,긍정,오늘은 혼밥하면서 넷플 보며 꿀잼 원한다!,오늘은 혼자 밥을 먹으면서 넷플릭스를 보며 재밌게 보내고 싶다.
06301,20s,긍정,"오늘은 완소남이랑 꿀잼 영화 한 편 보려고 하는데 진짜 기대돼, 감성폭발 중!!","오늘은 정말 좋은 남자와 재미있는 영화를 한 편 보려고 하는데 정말 기대돼, 감정이 폭발하고 있어!"
06302,20s,긍정,"오늘 친구랑 카페 갔는데, 감성샷 찰칵 찍으러 간 거라 갓생 살고 온 기분이야 ㅎㅎ.","오늘 친구와 카페에 갔는데, 감성 있는 사진을 찍으러 간 것이어서 정말 좋은 기분이었어요."
06303,20s,긍정,"이번 주말에 친구들이랑 혼술할 건데, 감성샷 제대로 찍고 싶다! ㅋㅋ","이번 주말에 친구들과 함께 혼자 술을 마실 예정인데, 감성 있는 사진을 잘 찍고 싶어요!"
06304,10s,긍정,요즘 인싸들이 감성샷 찍으려고 카페에서 혼코노하는데 진짜 완전 좋댓구알이야.,요즘 친구들이 감성적인 사진을 찍으려고 카페에서 혼자 노래를 부르는데 정말 아주 좋습니다.
06305,20s,긍정,"오늘 혼코노 하러 갔는데, 분위기가 너무 좋고 꿀템 발견해서 감성샷 찍었어!","오늘 혼자 노래방에 갔는데, 분위기가 너무 좋고 좋은 물건을 발견해서 감성적인 사진을 찍었어요!"
06306,20s,긍정,"어제 친구랑 감성샷 찍으러 갔는데, 완전 갓벽한 배경에서 ㄴㅇㄱ 해버림 ㅋㅋ","어제 친구와 감성적인 사진을 찍으러 갔는데, 정말 멋진 배경에서 인증샷을 찍어버렸어요."
06307,20s,긍정,요즘 나의 인생샷이 갓벽해서 친구들이 존잼이라고 난리야!,요즘 내 인생 사진이 정말 완벽해서 친구들이 재미있다고 난리야!
06308,20s,부정,"오늘은 갓생 살려고 헬스 갔는데, 갑분싸 돼서 친구들한테 손절미 당할 것 같아.","오늘은 바람직한 삶을 살려고 헬스장에 갔는데, 분위기가 갑자기 싸해져서 친구들에게 미움을 받을 것 같아."
06309,10s,긍정,"오늘은 진짜 갓벽한 날이야, 꿀템으로 감성샷도 찍었어! ㅋㅋ","오늘은 정말 완벽한 날이에요, 좋은 물건으로 감성적인 사진도 찍었어요! ㅋ"
06310,20s,중립,"어제 친구들이랑 감성샷 찍으러 갔는데, 갑분싸라서 다들 꿀잼 찾느라 고민세 했어.","어제 친구들과 감성 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 모두 재미있는 걸 찾느라 고민을 했어요."
06311,10s,긍정,"이번 주말에 친구들이랑 혼술하기로 했는데, 완전 꿀잼 예감이야! ㅎㅎ","이번 주말에 친구들과 혼자 술 마시기로 했는데, 매우 재미있을 것 같아요!"
06312,10s,긍정,"이번 주는 진짜 존잼인 것 같아, 꿀템도 많이 발견했어!","이번 주는 정말 재미있는 것 같아, 좋은 아이템도 많이 발견했어!"
06313,20s,긍정,"오늘 완소남이랑 카페 가서 꿀템 샀는데, 미쳤다 진짜!","오늘 정말 좋은 친구와 카페에 가서 좋은 물건을 샀는데, 정말 대단했다!"
06314,10s,긍정,"오늘 감성샷 찍으러 갔는데, ㄴㅇㄱ도 잘 나오고 존맛탱 음식도 먹어서 개이득이었어!","오늘 감성적인 사진을 찍으러 갔는데, 고개를 끄덕일만한 장면도 잘 나왔고 정말 맛있는 음식도 먹어서 큰 이득이었어!"
06315,20s,부정,"오늘 드디어 갓생 시작했는데, 감성샷 찍으러 나가니까 갑분싸네.","오늘 드디어 새로운 삶을 시작했는데, 감성 있는 사진을 찍으러 나가니까 분위기가 갑자기 싸해졌어."
06316,20s,긍정,"오늘 일찍 자야지, 내일은 갓벽한 하루가 기다릴 거 같아 ㅎㅎ","오늘 일찍 자야겠어, 내일은 완벽한 하루가 기다릴 것 같아."
06317,20s,긍정,오늘 미친 날씨 덕분에 인생샷 나왔다 ㅋㅋ 진짜 감성폭발이야!,오늘 미친 날씨 덕분에 인생 사진을 잘 찍었다. 정말 감성이 넘친다.
06318,20s,긍정,"요즘 내 인생샷 찍으러 갔는데, 감성폭발한 순간들이 너무 많아서 고민세네!","요즘 내 인생사진을 찍으러 갔는데, 감정이 넘치는 순간들이 너무 많아서 고민이야!"
06319,20s,긍정,"어제 친구들이랑 감성샷 찍으러 갔는데, 진짜 꿀템 발견해서 개이득이었어!","어제 친구들과 감성적인 사진을 찍으러 갔는데, 정말 좋은 물건을 발견해서 큰 이득이었어요!"
06320,20s,긍정,"어제 친구들이랑 랜선으로 게임하는데 진짜 꿀잼이었어, 완내스! 이렇게 재밌을 줄은 몰랐지.",어제 친구들과 온라인으로 게임을 했는데 정말 재미있었어. 이렇게 재미있을 줄은 몰랐지.
06321,20s,부정,너무 갑분싸라서 그냥 GG쳤다.,너무 어색해서 그냥 포기했다.
06322,20s,긍정,오늘은 그냥 꿀잼 영상들 보면서 고나리하고 싶다.,오늘은 그냥 재미있는 영상을 보면서 이야기하고 싶다.
06323,20s,긍정,"오늘 기분 완전 갓벽한데, 감성샷 한 컷 찍고 싶어 ㅎㅎ","오늘 기분이 정말 좋으니까, 감성 사진 한 장 찍고 싶어."
06324,20s,긍정,"오늘 혼술하느라 너무 재밌었어, 감성폭발이더라 ㅋㅋ",오늘 혼자 술 마시느라 정말 재미있었어. 감정이 폭발했더라고.
06325,20s,긍정,오늘 감성샷 찍으러 간다는데 너도 ㄴㅇㄱ?,오늘 감성 사진 찍으러 간다는데 너도 올래?
06326,20s,긍정,"이번 주 금요일에 친구들이랑 랜선 모임 하기로 했는데, 기대되는 거 완내스!","이번 주 금요일에 친구들과 온라인 모임을 하기로 했는데, 기대가 된다."
06327,20s,긍정,"오늘 날씨 진짜 갓벽한데, 감성샷 한 장 찍어야겠다! ㅇㅈ이지?","오늘 날씨가 정말 훌륭한데, 감성적인 사진 한 장 찍어야겠어! 그렇지?"
06328,20s,긍정,"오늘 미친듯이 존맛탱 떡볶이 먹고 갬성샷 찍었는데, 진짜 나중에 생각하면 이게 갓생이지.","오늘 정말 맛있는 떡볶이를 먹고 감성 사진을 찍었는데, 나중에 생각해보면 이게 바로 좋은 삶이지."
06329,20s,긍정,"오늘 그 카페 갔는데, 인생샷 찰칵 하고 나니까 감성폭발이더라, 갓벽했어!","오늘 그 카페에 갔는데, 인생 사진을 찍고 나니 감정이 폭발하더라, 정말 완벽했어!"
06330,20s,부정,"오늘 감성샷 찍으러 가는데, ㄴㅇㄱ 좀 하지 말아줘 진짜 ㅋㅋ","오늘 감성적인 사진을 찍으러 가는데, 좀 방해하지 말아줘 정말."
06331,20s,긍정,"오늘 친구랑 감성샷 찍으러 갔는데, 완소남이 갓생 살고 있더라 ㅋㅋ","오늘 친구와 감성 사진을 찍으러 갔는데, 정말 멋진 남자가 바쁜 삶을 살고 있더라구요."
06332,20s,중립,"오늘은 갑분싸였는데, 그래도 인생샷은 건졌어! ㅋㅋ","오늘은 분위기가 갑자기 싸해졌지만, 그래도 인생 사진은 찍었어요! ㅎㅎ"
06333,20s,긍정,"오늘 진짜 감성폭발하는 날인데, 이따가 친구랑 혼밥할 생각하니까 존맛탱 일 것 같아!","오늘 정말 감정이 격해지는 날인데, 이따 친구와 혼자서 밥을 먹을 생각하니까 아주 맛있을 것 같아!"
06334,20s,긍정,"오늘 완소남이랑 감성샷 찍으러 갔는데, 진짜 존맛탱 음식이 나와서 너무 좋았어!","오늘 정말 좋아하는 남자와 감성적인 사진을 찍으러 갔는데, 진짜 맛있는 음식이 나와서 너무 좋았어!"
06335,10s,긍정,"이번 주말에 친구들하고 랜선 모임 하기로 했는데, 진짜 꿀잼 예상 중이야!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 정말 재미있을 것 같아!"
06336,20s,부정,"오늘도 친구랑 감성샷 찍으러 갔는데, 갑분싸 되서 완전 흑역사 찍었어 ㅠㅠ","오늘도 친구와 감성 있는 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 정말 부끄러운 일이 생겼어."
06337,20s,부정,오늘도 혼밥 하다가 갑분싸 돼서 GG였다.,오늘도 혼자 밥 먹다가 분위기가 갑자기 안 좋아져서 아쉬웠다.
06338,20s,긍정,"어제 혼코노 갔는데, 완전 감성폭발이었어! ㅇㅈ이지?","어제 혼자 노래를 부르러 갔는데, 정말 감정이 폭발했어! 인정하지?"
06339,10s,긍정,"이번 주말에 친구들끼리 랜선모임 하기로 했는데, 꿀템들만 가져와서 갬성을 폭발시키려고 해!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 좋은 아이템들만 가져와서 분위기를 높일 계획이에요!"
06340,10s,긍정,오늘은 갓벽한 날이라 감성샷 찍으러 공원 가자고!,오늘은 완벽한 날이라 감성적인 사진을 찍으러 공원에 가자고!
06341,20s,긍정,"오늘 친구들이랑 혼술하면서 GG 소리 났는데, 진짜 꿀잼이었다!",오늘 친구들과 혼자 술 마시면서 정말 재미있었어요.
06342,20s,긍정,"오늘 영화관에서 봤던 영화가 진짜 존맛탱이었어! 나중에 친구들이랑 다시 가기로 했어, 감성샷도 찍으려구.","오늘 영화관에서 본 영화가 정말 맛있었어! 나중에 친구들이랑 다시 가기로 했고, 감성적인 사진도 찍으려 해."
06343,20s,긍정,이번 주에 갓생으로 똘똘이 스파링 한 판 하니까 너무 꿀잼이었어!,이번 주에 의미 있게 보낸 시간이어서 정말 재미있었어!
06344,20s,긍정,"오늘 친구랑 카페 가서 감성샷 찍었는데, 그 사진 진짜 갓벽이다 ㅎㅎ","오늘 친구와 카페에 가서 감성적인 사진을 찍었는데, 그 사진이 정말 완벽하다."
06345,20s,긍정,"오늘 진짜 ㄴㅇㄱ이네, 갓벽한 날씨에 감성샷 완전 대박이야!","오늘 정말 대단하네요, 완벽한 날씨에 감성 사진이 아주 인상적이에요!"
06346,10s,긍정,어제 인싸들끼리 랜선으로 술잔 올리면서 꿀잼 영상 보고 진짜 미쳤다 ㅋㅋ,어제 친구들과 함께 온라인으로 술을 마시며 재미있는 영상을 보니까 정말 재미있었다.
06347,10s,긍정,"이번 주말에 친구들이랑 랜선모임 할 건데, 꿀잼 될 듯? ㅎㅎ","이번 주말에 친구들과 온라인 모임을 할 건데, 재미있을 것 같아."
06348,20s,긍정,이번 주말에 감성샷 찍으러 ㄴㅇㄱ 할 사람? 갓생 살고 싶다 진짜.,이번 주말에 감성적인 사진을 찍으러 갈 사람 있나요? 정말 멋진 삶을 살고 싶어요.
06349,20s,긍정,이번 주말에 친구들이랑 랜선 모임하면서 꿀잼 영상 보고 감성샷 찍을 거야!,이번 주말에 친구들과 온라인 모임을 하면서 재미있는 영상을 보고 감성적인 사진을 찍을 계획입니다!
06350,20s,긍정,"이번 주 금요일에 혼술하면서 감성샷 찍으러 갈 건데, ㄴㅇㄱ?","이번 주 금요일에 혼자 술을 마시면서 감성적인 사진을 찍으러 갈 건데, 너도 올래?"
06351,20s,긍정,"어제 그 영화를 봤는데, 진짜 존맛탱이더라! 감성샷도 많이 찍고, 오늘 꿀템 찾았네.","어제 그 영화를 봤는데, 정말 맛있더라! 감성적인 사진도 많이 찍고, 오늘 좋은 물건을 찾았어."
06352,20s,긍정,"오늘 완전 갓생을 살았어, 감성샷 한 장 올릴게 ㅎㅎ","오늘 정말 의미 있는 하루를 보냈어, 감성적인 사진 한 장 올릴게요."
06353,20s,부정,"요즘 너 때문에 일상에서 갑분싸가 너무 자주 발생해, 진짜 감성폭발할 것 같아.","요즘 너 때문에 일상에서 분위기가 너무 자주 꺾여, 진짜 감정이 폭발할 것 같아."
06354,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 존잼일 것 같아 ㅋㅋ.","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 매우 재미있을 것 같아요."
06355,20s,부정,"어제 친구랑 감성샷 찍으러 갔는데, 갑분싸 분위기 때문에 ㅇㅈ도 못 하겠더라.","어제 친구와 감성 있는 사진을 찍으러 갔는데, 갑자기 분위기가 싸해져서 인정도 못 하겠더라."
06356,20s,긍정,"어제 그 카페 갔는데, 감성샷 찍고 오니까 ㄴㅇㄱ이더라.","어제 그 카페에 갔었는데, 감성 있는 사진을 찍고 오니까 너무 좋더라고."
06357,20s,부정,"요즘 너무 힘들어서 완전 현타 오는데, 감성샷 찍으러 나가면 좀 괜찮아질 듯!","요즘 너무 힘들어서 완전히 우울한 기분인데, 감성을 담은 사진을 찍으러 나가면 조금 나아질 것 같아!"
06358,10s,부정,"오늘 완전 꿀잼이었는데, 갑자기 친구가 ㅇㅈ이지? 이러면서 대화 분위기 완전 갑분싸됐어.","오늘 정말 재미있었는데, 갑자기 친구가 '인정하지?'라고 하면서 대화 분위기가 완전 달라졌어."
06359,10s,긍정,이번 주말에 친구들이랑 갬성폭발 사진 찍으러 가기로 했어! 완전 기대돼 ㄴㅇㄱ!,이번 주말에 친구들과 감성적인 사진을 찍으러 가기로 했어! 정말 기대돼!
06360,10s,긍정,요즘 친구들이랑 감성샷 찍으러 가면 존잼이야! ㅎㅎ,요즘 친구들과 감성적인 사진을 찍으러 가면 정말 재미있어요!
06361,20s,중립,"오늘은 감성샷 찍으러 공원 가는데, 갑분싸라서 사진 찍기 전에 멍때리기 중이야.","오늘은 감성 사진을 찍으러 공원에 가는데, 분위기가 가라앉아서 사진 찍기 전에 잠시 멍하게 있네요."
06362,20s,부정,"요즘 인싸들이 감성샷 찍으려고 카페에 갔는데, 갑분싸 겨울 분위기로 변해버렸어.","요즘 소셜 미디어를 즐기는 친구들이 감성적인 사진을 찍으려고 카페에 갔는데, 갑자기 겨울 분위기로 변해버렸어요."
06363,20s,긍정,이거 진짜 감성샷 존맛탱이라서 다들 꼭 찍어봐야 해!,이 사진이 정말 감성이 넘치고 맛있으니 모두 꼭 찍어보세요!
06364,20s,긍정,"오늘 혼밥하면서 감성폭발하는 중인데, 이 국룰은 진짜 최고의 꿀템이야.","오늘 혼자 밥을 먹으면서 감정이 폭발하고 있는데, 이건 정말 최고의 아이템이에요."
06365,20s,긍정,"이번 주말에 혼술할 건데, 존맛탱 안주 준비해야지 ㅋㅋ","이번 주말에 혼자 술을 마실 건데, 정말 맛있는 안주를 준비해야겠다."
06366,20s,긍정,"어제 친구랑 카페 갔는데 감성샷 찍으니까 ㄴㅇㄱ이더라, 진짜 갓생 사는 기분이었어!","어제 친구와 카페에 갔는데 감성 있는 사진을 찍으니 많은 사람들이 반응하더라, 정말 삶을 잘 사는 기분이었어!"
06367,20s,긍정,"오늘 새로 산 꿀템으로 감성샷 찍었는데, 완소남이랑 한 잔 하니까 너무 좋다!","오늘 새로 산 좋은 아이템으로 감성적인 사진을 찍었는데, 정말 멋진 사람과 함께 한 잔 하니 너무 좋다!"
06368,20s,긍정,"오늘 집에서 혼술하면서 꿀잼 영화 봤는데, 인생샷도 몇 장 찍어서 감성폭발 했어!","오늘 집에서 혼자 술 마시면서 재미있는 영화를 봤고, 인생 사진도 몇 장 찍어서 감동받았어!"
06369,20s,긍정,"오늘 진짜 갓생 살았는데, 저녁은 혼밥으로 잔뜩 먹어서 개이득이야 ㅎㅎ","오늘 정말 바람직한 삶을 살았는데, 저녁은 혼자서 많이 먹어서 기분이 좋습니다."
06370,10s,긍정,"어제 친구들이랑 랜선으로 수다 떨었는데, 진짜 꿀잼이었어! 간만에 누워서 감성샷도 찍고, ㄴㅇㄱ도 해봤어.","어제 친구들과 온라인으로 이야기 나눴는데, 정말 재미있었어요! 오랜만에 누워서 감성적인 사진도 찍고, 놀이터도 가봤어요."
06371,10s,긍정,"오늘 간식 사러 갔는데, 완전 꿀잼이었어! ㄴㅇㄱ으로 저녁도 사야겠다.","오늘 간식 사러 갔는데, 정말 재미있었어! 저녁도 사야겠다."
06372,10s,긍정,"요즘 감성샷 찍는 게 꿀잼이야, ㅇㅈ이지?!","요즘 감성 사진 찍는 것이 정말 재미있어, 그렇지 않니?!"
06373,10s,긍정,"이번 주말에 친구들이랑 랜선으로 GG 배틀 하기로 했어, 나 딱 내 스타일로 꾸안꾸 입고 갈 거야!",이번 주말에 친구들과 온라인으로 게임 대결을 하기로 했어. 나는 내 스타일에 맞게 편한 복장으로 입고 갈 거야!
06374,20s,긍정,"오늘은 혼밥하고 감성샷 찍으러 카페 갔는데, 카페 분위기가 갓벽해서 인생샷 건졌다! ㅇㅈ이지?","오늘 혼자서 밥을 먹고 감성 넘치는 사진을 찍으러 카페에 갔는데, 카페 분위기가 정말 완벽해서 인생 사진을 찍었어! 인정하지?"
06375,20s,긍정,이번 주말에는 혼술 하면서 꿀템들 소개하는 감성샷 찍을 거니까 기대해도 돼! ㅎㅎ,이번 주말에는 혼자 술을 마시면서 좋은 아이템들을 소개하는 감성적인 사진을 찍을 예정이니까 기대해도 좋아!
06376,10s,긍정,"이번 주말에 친구랑 감성샷 찍으러 카페 가는데, 꿀템 발견하면 다들 알빠노~","이번 주말에 친구와 감성적인 사진을 찍으러 카페에 가는데, 좋은 물건 발견하면 모두에게 알려줄게."
06377,20s,긍정,"이번 주말에 혼술하고 감성샷 찍으러 갈 건데, ㅇㅈ이지?","이번 주말에 혼자 술 마시고 감성적인 사진을 찍으러 갈 건데, 그렇지?"
06378,20s,긍정,오늘도 갓생 살면서 꿀템 발견했어! ㅇㅈ?,오늘도 멋진 삶을 살면서 좋은 물건을 발견했어! 인정?
06379,20s,긍정,"이번 주말에 친구들이랑 랜선 모임 하기로 했는데, 갑분띠로 게임 하자는 얘기가 나와서 존잼일 것 같아!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 갑자기 게임을 하자는 얘기가 나와서 재미있을 것 같아!"
06380,20s,중립,"오늘 친구들이랑 놀다가 갑분싸 되는 상황이었는데, 그걸 보고 ㅇㅈ이란 생각이 들더라.","오늘 친구들과 놀다가 갑자기 분위기가 싸해지는 상황이었는데, 그걸 보면서 정말 그렇다는 생각이 들더라."
06381,20s,긍정,요즘 아무 생각 없이 랜선으로 혼영하는 게 정말 꿀잼이야.,요즘 아무 생각 없이 온라인으로 혼자 영화를 보는 게 정말 재미있어.
06382,20s,부정,"오늘 감성샷 찍으러 가는데 갑분띠로 비가 오네, 완전 노잼이야.","오늘 감성 사진을 찍으러 가는데 갑자기 비가 오네요, 정말 재미없어요."
06383,20s,긍정,"요즘 친구들이랑 혼코노 자주 하는데, 진짜 꿀잼이야! 고구마 같은 고민은 없고, 그냥 즐겨야지.","요즘 친구들과 혼자 노래방에 자주 가는데, 정말 재미있습니다! 답답한 고민은 없고, 그냥 즐기면 좋겠어요."
06384,20s,긍정,오늘 쇼핑하다가 갓생템 발견해서 개이득했어!,오늘 쇼핑하던 중에 정말 좋은 아이템을 발견해서 기분이 좋았어요!
06385,20s,긍정,오늘 진짜 갓벽한 날씨라서 감성샷 찍으러 나가야 할 듯 ㅎㅎ,오늘 정말 완벽한 날씨라서 감성적인 사진을 찍으러 나가야 할 것 같아요.
06386,20s,긍정,"오늘 친구랑 감성샷 찍고 왔는데, 진짜 갓벽한 날이었어! ㅇㅈ?","오늘 친구와 감성 있는 사진을 찍고 왔는데, 정말 완벽한 날이었어요! 그렇죠?"
06387,20s,긍정,"오늘 기분 완전 좋다, 감성샷 찍고 인생샷 남겨야지 ㅎㅎ",오늘 기분이 정말 좋다. 감성적인 사진을 찍고 인생 사진을 남겨야겠다.
06388,20s,중립,"얼죽아라서 요즘 입맛이 없는데, 내일 친구랑 혼술하러 가기로 했거든! 꿀템 찾고 있어.","얼어 죽어도 차가운 음료를 마시고 싶지 않아 요즘 입맛이 없는데, 내일 친구와 함께 술 한잔하기로 했어! 좋은 아이템을 찾고 있어."
06389,20s,부정,"오늘 감성샷 찍으러 공원 갔는데, 갑분싸라서 노잼이었어.","오늘 감성 사진 찍으러 공원에 갔는데, 분위기가 갑자기 식어서 재미가 없었어요."
06390,20s,긍정,"어제 친구들과 혼술했는데, 진짜 꿀템들 발견해서 갬성폭발 했어!","어제 친구들과 혼술했는데, 정말 좋은 물건들을 발견해서 감정이 폭발했어요!"
06391,10s,긍정,"오늘 저녁에 친구들이랑 감성샷 찍으러 간다니까, 완전 꿀잼 예고네 ㅋㅋ","오늘 저녁에 친구들과 감성적인 사진을 찍으러 간다니, 정말 재미있을 것 같아."
06392,20s,긍정,"오늘 친구랑 감성샷 찍으러 갔는데, 완전 존맛탱인 카페였어! ㄴㅇㄱ?","오늘 친구와 감성 있는 사진을 찍으러 갔는데, 정말 맛있는 카페였어요! 동의하시나요?"
06393,20s,긍정,"오늘 완소남이랑 감성샷 찍으러 갔는데, 진짜 갓벽한 장소였어!","오늘 정말 훌륭한 남자친구와 감성적인 사진을 찍으러 갔는데, 진짜 완벽한 장소였어요!"
06394,20s,중립,"오늘은 감성샷 찍으러 나가는데, 갑분싸할까 봐 좀 긴장된다 ㅎㅎ.","오늘은 감성적인 사진을 찍으러 나가는데, 갑자기 분위기가 어색해질까 봐 좀 긴장된다."
06395,20s,긍정,"어제 친구들이랑 랜선 모임 하면서 꿀잼 영상 엄청 많이 보고, 스밍하면서 감성폭발 했어.","어제 친구들과 온라인 모임을 하면서 재미있는 영상을 많이 보고, 음악을 들으면서 감정이 폭발했어."
06396,20s,긍정,"오늘은 갓생을 살면서 감성샷 좀 찍어야지, ㅇㅈ?","오늘은 멋지게 하루를 보내면서 감성적인 사진을 좀 찍어야지, 그렇지?"
06397,20s,긍정,오늘 저녁에 혼술하면서 감성샷 찍으러 갈래? ㅋㅋ 완소남 찾았다!,오늘 저녁에 혼자 술을 마시면서 감성 있는 사진을 찍으러 갈래? 정말 괜찮은 친구를 찾았다!
06398,20s,긍정,"오늘은 ㄴㅇㄱ 완전 꿀잼이었어, 심지어 감성샷도 찍고 왔어.","오늘은 정말 즐거웠고, 심지어 감성적인 사진도 찍고 왔습니다."
06399,20s,부정,"오늘 감성샷 찍으러 나갔는데, 갑분싸 분위기라서 혼자 멍때리기 했어.","오늘 감성적인 사진을 찍으러 나갔는데, 분위기가 갑자기 싸해져서 혼자 멍하니 있었습니다."
06400,20s,부정,"오늘 감성샷 찍으러 카페 갈 건데, 갑분싸 아니냐고 ㅋㅋ","오늘 감성 있는 사진을 찍으러 카페에 가려고 하는데, 분위기가 갑자기 싸해질 것 같아."
06401,10s,긍정,"어제 친구들이랑 혼술하면서 감성샷 찍었는데, 그 사진이 갓벽이야 진짜 ㅋㅋ","어제 친구들과 함께 혼자 술을 마시면서 감성이 느껴지는 사진을 찍었는데, 그 사진이 정말 완벽해."
06402,20s,긍정,"요즘 감성샷 올리는 게 진짜 꿀잼이라서, 친구들한테도 꼭 찍어보라고 추천했어.","요즘 감성적인 사진을 올리는 것이 정말 재미있어서, 친구들에게도 꼭 찍어보라고 추천했어요."
06403,20s,긍정,"오늘은 감성샷 한 장 찍으러 나가야지, 갈 땐 무조건 꾸안꾸로 가야지!","오늘은 감성적인 사진 한 장 찍으러 나가야겠다, 갈 때는 편안한 스타일로 가야겠다!"
06404,20s,부정,"오늘 강의가 너무 재미없었어, 진짜 노잼이더라 ㅠㅠ","오늘 강의가 정말 재미없었어, 진짜 재미가 없더라 ㅠㅠ"
06405,10s,긍정,내 친구가 오늘 완소남 발견해서 진짜 존맛탱인 레스토랑으로 나를 데려갔어! ㄴㅇㄱ?,내 친구가 오늘 정말 매력적인 남성을 발견해서 나를 맛있는 레스토랑으로 데려갔어! 그치?
06406,20s,긍정,"오늘 친구랑 카페 가서 감성샷 찍었는데, 진짜 존맛탱인 커피였다!","오늘 친구와 카페에 가서 감성적인 사진을 찍었는데, 정말 맛있는 커피였다!"
06407,20s,긍정,"오늘은 감성샷 찍으러 카페 갔는데, 분위기 너무 좋고 인생샷 나와서 기분 완전 좋네요! ㅎㅎ","오늘은 감성 있는 사진을 찍으러 카페에 갔는데, 분위기가 너무 좋고 좋은 사진이 나와서 기분이 정말 좋습니다! ㅎㅎ"
06408,20s,긍정,"오늘 존맛탱인 빵집 갔다가 꿀템 발견했어, 갓생의 시작이야!","오늘 정말 맛있는 빵집에 다녀왔는데, 좋은 물건을 발견했어. 새롭게 시작하는 내 삶이 기대돼!"
06409,20s,긍정,"오늘 친구랑 카페 가서 감성샷 찍었는데, 완전 갓벽이더라 ㅎㅎ","오늘 친구와 카페에 가서 감성적인 사진을 찍었는데, 정말 완벽하더라."
06410,20s,긍정,"이번에 갔던 카페, 감성폭발이었어 진짜! 인생샷 건졌고, ㄴㅇㄱ 이곳은 찐이다.","이번에 갔던 카페는 정말 감성이 넘쳤어! 인생 사진도 찍었고, 이곳은 진짜 좋다."
06411,20s,긍정,"요즘 나의 갓생은 하루에 한 번은 꼭 감성샷 찍어야 해, ㅇㅈ?","요즘 나의 멋진 삶은 하루에 한 번은 꼭 감성적인 사진을 찍어야 해, 그렇지?"
06412,10s,부정,"오늘은 친구랑 감성샷 찍으러 갔는데, 갑분싸였어ㅜㅜ","오늘 친구와 감정이 풍부한 사진을 찍으러 갔는데, 분위기가 갑자기 얼어붙었어요."
06413,10s,부정,"오늘 친구랑 감성샷 찍으러 갔는데, 갑분싸로 다들 귀찮아하더라 ㅋㅋ","오늘 친구와 감성 있는 사진을 찍으러 갔는데, 갑자기 분위기가 싸해져서 모두 귀찮아하더라."
06414,10s,긍정,"오늘 친구랑 감성샷 찍으러 갔는데, 진짜 존맛탱인 카페 발견해서 완전 개이득이었어!","오늘 친구와 감성 사진을 찍으러 갔는데, 정말 맛있는 카페를 발견해서 완전히 이득이었어!"
06415,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 가는데, 완내스야!","이번 주말에 친구들과 감성 사진을 찍으러 가는데, 정말 기대돼!"
06416,10s,긍정,오늘 감성샷 찍으러 ㄴㅇㄱ 해봐!,오늘 감성적인 사진 찍으러 가보자!
06417,20s,긍정,"이번 주말에 친구들이랑 혼코노 하기로 했는데 완전 기대돼, 감성폭발할 것 같아!","이번 주말에 친구들과 혼자 노래방에 가기로 했는데 정말 기대돼, 기분이 북받칠 것 같아!"
06418,20s,긍정,오늘 나 심쿵하게 만든 인스타 감성샷 찍어올렸는데 반응이 갓벽이야!,오늘 나를 설레게 만든 인스타그램 감성 사진을 올렸는데 반응이 정말 좋았어!
06419,10s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 기대된다! ㅎㅎ","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 기대된다! 하하"
06420,10s,긍정,오늘은 꿀잼 영화 봐야지! 진짜 나의 인생영화일 듯 ㅇㅈ?,오늘은 재미있는 영화를 봐야겠다! 정말 나의 인생 영화가 될 것 같은데 인정?
06421,10s,긍정,"요즘 고구마 먹으면서 감성샷 찍는게 짱이야, 진짜 ㅇㅈ이지?","요즘 고구마를 먹으면서 감성적인 사진을 찍는 것이 정말 최고야, 정말 그렇지?"
